timestamp,actual_demand,pred_demand,pred_low,pred_high,supply,DSR,is_event,multiplier,dynamic_price,smoothed_price,dynamic_demand,dynamic_revenue,static_revenue,revenue_diff,hour,date,week,dsr_zone
2023-10-21 13:00:00,113,113.64482312279009,105.59814136262622,119.4497909329372,86,1.2988505747126438,0,1.1286,11.286,13.87,89.87210640755633,1246.5261158728065,1130.0,116.52611587280649,13,2023-10-21,42,3_Mild surge (1.2-2.0)
2023-10-21 14:00:00,69,69.94014058152325,63.43199005664338,74.67655786639544,83,0.8214285714285714,0,0.8891,8.891,12.63,58.59583472270824,740.0653925478051,690.0,50.06539254780512,14,2023-10-21,42,2_Balanced (0.8-1.2)
2023-10-21 15:00:00,89,87.58251499386897,79.97016886575021,91.63591538535783,88,1.0,0,1.0,10.0,11.97,78.47369484612483,939.3301273081142,890.0,49.33012730811424,15,2023-10-21,42,2_Balanced (0.8-1.2)
2023-10-21 16:00:00,150,155.4784023160226,149.08499724452903,170.85699117641593,79,1.875,0,1.4075,14.075,12.5,128.30815199894255,1603.851899986782,1500.0,103.85189998678197,16,2023-10-21,42,3_Mild surge (1.2-2.0)
2023-10-21 17:00:00,252,252.2236662188433,252.2236662188433,271.71130411945944,69,3.6,0,2.2734,22.734,15.06,189.20084011216008,2849.3646520891307,2520.0,329.3646520891307,17,2023-10-21,42,4_Strong surge (>2.0)
2023-10-21 18:00:00,391,379.27787274211295,341.4829260544818,382.88186364490895,70,5.507042253521127,0,2.5,25.0,17.55,263.74411193997537,4628.709164546568,3910.0,718.709164546568,18,2023-10-21,42,4_Strong surge (>2.0)
2023-10-21 19:00:00,374,386.1281875798171,336.54861482497125,454.345564377174,56,6.56140350877193,0,2.5,25.0,19.41,235.10059455400432,4563.302540293224,3740.0,823.3025402932244,19,2023-10-21,42,4_Strong surge (>2.0)
2023-10-21 20:00:00,300,298.4136754023393,271.1890640180824,401.8119808676136,49,6.0,0,2.5,25.0,20.81,179.61011815877325,3737.686558884071,3000.0,737.686558884071,20,2023-10-21,42,4_Strong surge (>2.0)
2023-10-21 21:00:00,171,175.26904308257824,156.60335208348084,175.26904308257824,57,2.9482758620689653,0,1.9428,19.428,20.46,103.60057595613227,2119.6677840624666,1710.0,409.6677840624666,21,2023-10-21,42,4_Strong surge (>2.0)
2023-10-21 22:00:00,90,85.98183628390811,78.50726073525108,91.84694541148612,49,1.8,0,1.3678,13.678,18.76,57.940138046863424,1086.956989759158,900.0,186.95698975915798,22,2023-10-21,42,3_Mild surge (1.2-2.0)
2023-10-21 23:00:00,46,50.30041531503104,47.48255163103181,52.955768960405685,46,0.9787234042553192,0,1.0,10.0,16.57,32.302198068772896,535.2474219995669,460.0,75.24742199956688,23,2023-10-21,42,2_Balanced (0.8-1.2)
2023-10-22 00:00:00,34,33.42814877263593,32.97701087636148,34.24481112801788,55,0.6071428571428571,0,0.8,8.0,14.43,26.302224800003536,379.541103864051,340.0,39.541103864051024,0,2023-10-22,42,1_Low (DSR<0.8)
2023-10-22 01:00:00,35,35.45571877208416,34.8262526554752,36.26600219077173,52,0.660377358490566,0,0.8253,8.253,12.89,29.30157751627151,377.6973341847398,350.0,27.697334184739816,1,2023-10-22,42,1_Low (DSR<0.8)
2023-10-22 02:00:00,41,40.79298252662987,38.74928223976226,41.57122276441874,52,0.7735849056603774,0,0.8778,8.778,11.86,36.38518390853404,431.5282811552137,410.0,21.528281155213676,2,2023-10-22,42,1_Low (DSR<0.8)
2023-10-22 03:00:00,37,37.69049777592669,36.378259725915925,41.60736755406737,52,0.6981132075471698,0,0.8318,8.318,10.97,34.67824294162267,380.4203250696007,370.0,10.420325069600722,3,2023-10-22,42,1_Low (DSR<0.8)
2023-10-22 04:00:00,40,39.08376789670815,38.44427267065812,40.119910155909,54,0.7272727272727273,0,0.8582,8.581999999999999,10.37,38.99553309876343,404.3836782341767,400.0,4.3836782341767275,4,2023-10-22,42,1_Low (DSR<0.8)
2023-10-22 05:00:00,38,37.8992456216189,37.36431243838364,39.240827871844544,50,0.7450980392156863,0,0.8662,8.661999999999999,9.94,38.16041837991676,379.31455869637256,380.0,-0.6854413036274423,5,2023-10-22,42,1_Low (DSR<0.8)
2023-10-22 06:00:00,44,44.58904643375033,41.25148365771089,46.09520788046824,58,0.7457627118644068,0,0.859,8.59,9.6,45.27545394359508,434.6443578585127,440.0,-5.355642141487294,6,2023-10-22,42,1_Low (DSR<0.8)
2023-10-22 07:00:00,99,100.39008697160266,94.4025892174456,100.50849251969848,55,1.7678571428571428,0,1.3714,13.714,10.63,94.85536716337803,1008.3125529467088,990.0,18.31255294670882,7,2023-10-22,42,3_Mild surge (1.2-2.0)
2023-10-22 08:00:00,218,213.86032992573047,195.32051936405136,226.50855644778315,70,3.0704225352112675,0,1.9909,19.909,12.95,181.91464184012293,2355.794611829592,2180.0,175.7946118295922,8,2023-10-22,42,4_Strong surge (>2.0)
2023-10-22 09:00:00,268,268.71035265045595,255.71608706637124,280.847076768554,78,3.392405063291139,0,2.1655,21.655,15.13,200.5614886213036,3034.495322840324,2680.0,354.4953228403242,9,2023-10-22,42,4_Strong surge (>2.0)
2023-10-22 10:00:00,208,211.7778695352644,205.516965389862,227.29958437051064,77,2.6666666666666665,0,1.8052,18.052,15.86,150.6090630925489,2388.659740647825,2080.0,308.65974064782495,10,2023-10-22,42,4_Strong surge (>2.0)
2023-10-22 11:00:00,111,109.01845596931705,99.27452215616694,117.38032136006792,79,1.3875,0,1.1643,11.643,14.81,84.32074554550094,1248.790241528869,1110.0,138.79024152886905,11,2023-10-22,42,3_Mild surge (1.2-2.0)
2023-10-22 12:00:00,132,130.7641584553738,117.2618898597064,132.34887615900703,93,1.4042553191489362,0,1.1815,11.815,14.06,103.98823494511316,1462.074583328291,1320.0,142.07458332829106,12,2023-10-22,42,3_Mild surge (1.2-2.0)
2023-10-22 13:00:00,92,96.26771518225692,94.8867550080512,107.5224619009982,83,1.0952380952380951,0,1.0272,10.271999999999998,13.11,76.11424488134803,997.8577503944726,920.0,77.85775039447265,13,2023-10-22,42,2_Balanced (0.8-1.2)
2023-10-22 14:00:00,70,69.08511967921417,62.65585093189846,75.25273940707726,84,0.8235294117647058,0,0.8872,8.872,12.05,61.43376147489739,740.2768257725136,700.0,40.276825772513575,14,2023-10-22,42,2_Balanced (0.8-1.2)
2023-10-22 15:00:00,77,76.68785488006515,75.05002390796646,81.2642333284097,89,0.8555555555555555,0,0.9166,9.166,11.33,70.55532363030791,799.3918167313886,770.0,29.391816731388644,15,2023-10-22,42,2_Balanced (0.8-1.2)
2023-10-22 16:00:00,137,139.60766787344988,130.20169476940154,158.95515119359737,80,1.691358024691358,0,1.3044,13.044,11.76,122.30253022990593,1438.2777555036937,1370.0,68.2777555036937,16,2023-10-22,42,3_Mild surge (1.2-2.0)
2023-10-22 17:00:00,279,275.7260155954651,263.48532154900096,284.87022744632606,67,4.102941176470588,0,2.5,25.0,15.07,209.37504930593053,3155.281993040373,2790.0,365.281993040373,17,2023-10-22,42,4_Strong surge (>2.0)
2023-10-22 18:00:00,353,346.04211728742496,321.6785506856072,371.26210562957857,76,4.584415584415584,0,2.5,25.0,17.55,238.1116918537373,4178.86019203309,3530.0,648.8601920330902,18,2023-10-22,42,4_Strong surge (>2.0)
2023-10-22 19:00:00,368,366.4037383743004,344.9421740651106,392.03214057447946,59,6.133333333333334,0,2.5,25.0,19.41,231.32892726169408,4490.094478149482,3680.0,810.0944781494818,19,2023-10-22,42,4_Strong surge (>2.0)
2023-10-22 20:00:00,271,266.85054222161307,264.3765761964978,266.85054222161307,52,5.113207547169812,0,2.5,25.0,20.81,162.2478067367585,3376.376858191944,2710.0,666.3768581919439,20,2023-10-22,42,4_Strong surge (>2.0)
2023-10-22 21:00:00,181,182.8320428203698,155.56876386259125,182.8320428203698,54,3.290909090909091,0,2.0977,20.977,20.85,108.2192035443892,2256.370393900515,1810.0,446.37039390051496,21,2023-10-22,42,4_Strong surge (>2.0)
2023-10-22 22:00:00,86,81.8522439100801,73.73224747670939,88.72828867990813,55,1.5357142857142858,0,1.2334,12.334,18.72,55.44780521146514,1037.9829135586274,860.0,177.9829135586274,22,2023-10-22,42,3_Mild surge (1.2-2.0)
2023-10-22 23:00:00,48,49.53670836379511,47.147293389339325,53.5272930712112,59,0.8,0,0.883,8.83,16.25,34.16991367758273,555.2610972607193,480.0,75.26109726071934,23,2023-10-22,42,2_Balanced (0.8-1.2)
2023-10-23 00:00:00,27,26.56061715952681,26.56061715952681,28.239280353750026,54,0.4909090909090909,0,0.8,8.0,14.19,21.13372672352788,299.88758220686066,270.0,29.887582206860657,0,2023-10-23,43,1_Low (DSR<0.8)
2023-10-23 01:00:00,29,28.94013912050385,28.090236716654257,29.94159232016818,63,0.453125,0,0.8,8.0,12.64,24.613594764078023,311.1158378179462,290.0,21.115837817946215,1,2023-10-23,43,1_Low (DSR<0.8)
2023-10-23 02:00:00,24,24.718558555199035,24.304998305640044,25.71917357648537,63,0.375,0,0.8,8.0,11.48,21.789733572319147,250.1461414102238,240.0,10.146141410223805,2,2023-10-23,43,1_Low (DSR<0.8)
2023-10-23 03:00:00,25,25.102888599194262,24.931289530940592,25.90410981054324,60,0.4098360655737705,0,0.8,8.0,10.61,23.9849733328174,254.48056706119257,250.0,4.480567061192573,3,2023-10-23,43,1_Low (DSR<0.8)
2023-10-23 04:00:00,25,24.79793247982656,24.79793247982656,26.183529925006887,63,0.390625,0,0.8,8.0,9.96,25.07023885998213,249.699579045422,250.0,-0.30042095457798723,4,2023-10-23,43,1_Low (DSR<0.8)
2023-10-23 05:00:00,23,23.71500144834986,22.12319450451168,25.882953087492,63,0.359375,0,0.8,8.0,9.47,23.89366941903279,226.27304939824052,230.0,-3.7269506017594836,5,2023-10-23,43,1_Low (DSR<0.8)
2023-10-23 06:00:00,35,35.79047612025528,33.29511828410593,36.56764706808169,55,0.625,0,0.8017,8.017,9.11,37.35985486917123,340.34827785814986,350.0,-9.651722141850144,6,2023-10-23,43,1_Low (DSR<0.8)
2023-10-23 07:00:00,63,65.26406849314178,59.405475497073176,73.99297898296984,77,0.8076923076923077,0,0.874,8.74,9.02,67.71672922806302,610.8048976371284,630.0,-19.19510236287158,7,2023-10-23,43,2_Balanced (0.8-1.2)
2023-10-23 08:00:00,159,162.9668426407436,152.18152094917056,181.8295607475613,70,2.23943661971831,0,1.5758,15.758,10.7,151.64513425951083,1622.6029365767658,1590.0,32.60293657676584,8,2023-10-23,43,4_Strong surge (>2.0)
2023-10-23 09:00:00,229,225.0025261323333,215.13510562503427,228.50432593791905,79,2.8625,0,1.9141,19.141,12.81,192.55335564682488,2466.6084858358267,2290.0,176.60848583582674,9,2023-10-23,43,4_Strong surge (>2.0)
2023-10-23 10:00:00,153,156.85768432207638,149.3210927075394,172.0413045659093,90,1.6813186813186811,0,1.3117,13.117,12.89,128.08975314255832,1651.0769180075768,1530.0,121.07691800757675,10,2023-10-23,43,3_Mild surge (1.2-2.0)
2023-10-23 11:00:00,95,90.7055984095175,84.07437069800427,90.7055984095175,108,0.8715596330275229,0,0.9256,9.256,11.98,83.7151062265963,1002.9069725946238,950.0,52.90697259462377,11,2023-10-23,43,2_Balanced (0.8-1.2)
2023-10-23 12:00:00,76,76.95728073225179,73.09737786829841,85.93319886587685,97,0.7755102040816326,0,0.8658,8.658,11.15,70.42408047279504,785.2284972716648,760.0,25.228497271664764,12,2023-10-23,43,1_Low (DSR<0.8)
2023-10-23 13:00:00,88,85.33208884385817,78.48778344278573,85.55530395863244,100,0.8712871287128713,0,0.9242,9.242,10.67,84.09449725426856,897.2882857030455,880.0,17.288285703045517,13,2023-10-23,43,2_Balanced (0.8-1.2)
2023-10-23 14:00:00,49,46.95477121478641,45.47357435724701,53.36206794565695,108,0.4495412844036697,0,0.8,8.0,10.0,49.0,490.0,490.0,0.0,14,2023-10-23,43,1_Low (DSR<0.8)
2023-10-23 15:00:00,53,54.97291470886432,51.44820422236156,59.36871178763287,94,0.5578947368421052,0,0.8,8.0,9.5,54.93755736455945,521.9067949633148,530.0,-8.093205036685163,15,2023-10-23,43,1_Low (DSR<0.8)
2023-10-23 16:00:00,141,136.0094379539925,116.83317951814796,138.3880372950181,85,1.6395348837209305,0,1.2886,12.886,10.35,137.64513554698846,1424.6271529113303,1410.0,14.627152911330313,16,2023-10-23,43,3_Mild surge (1.2-2.0)
2023-10-23 17:00:00,187,186.2824270506125,172.98219666782018,203.5258760515248,83,2.2261904761904763,0,1.5736,15.736,11.7,167.53729659003116,1960.1863701033644,1870.0,90.18637010336442,17,2023-10-23,43,4_Strong surge (>2.0)
2023-10-23 18:00:00,230,231.14464892566795,223.72320533909428,240.9363831887303,84,2.7058823529411766,0,1.8323,18.323,13.36,187.786045019549,2508.8215614611745,2300.0,208.8215614611745,18,2023-10-23,43,4_Strong surge (>2.0)
2023-10-23 19:00:00,220,226.19699856460952,220.49462390927275,248.6286600529868,69,3.142857142857143,0,2.033,20.33,15.1,164.86892937075123,2489.520833498344,2200.0,289.520833498344,19,2023-10-23,43,4_Strong surge (>2.0)
2023-10-23 20:00:00,184,190.8773641145152,166.54969384455646,203.13736315791093,67,2.7058823529411766,0,1.7999,17.999000000000002,15.82,133.4668121846794,2111.4449687616284,1840.0,271.4449687616284,20,2023-10-23,43,4_Strong surge (>2.0)
2023-10-23 21:00:00,112,116.66247945766192,106.75807170196128,126.82553441054068,63,1.75,0,1.3398,13.398,15.21,83.50790199092438,1270.15518928196,1120.0,150.15518928196002,21,2023-10-23,43,3_Mild surge (1.2-2.0)
2023-10-23 22:00:00,61,62.01117772244604,59.90080907505124,70.92659421422462,58,1.0338983050847457,0,1.0,10.0,13.91,48.41733085350004,673.4850721721856,610.0,63.485072172185596,22,2023-10-23,43,2_Balanced (0.8-1.2)
2023-10-23 23:00:00,35,35.55746092608566,35.13091853245354,36.17962233180417,60,0.5737704918032787,0,0.8,8.0,12.43,30.0564894493466,373.6021638553782,350.0,23.602163855378194,23,2023-10-23,43,1_Low (DSR<0.8)
2023-10-24 00:00:00,58,56.586745503693216,52.36894113899388,63.525386113326746,40,1.4146341463414631,1,1.1722,11.722,12.25,50.31908455450886,616.4087857927335,580.0,36.40878579273351,0,2023-10-24,43,3_Mild surge (1.2-2.0)
2023-10-24 01:00:00,53,52.09560984539453,47.80395161840177,59.08298874596458,40,1.2926829268292683,1,1.1098,11.098,11.96,46.758873942902326,559.2361323571118,530.0,29.236132357111842,1,2023-10-24,43,3_Mild surge (1.2-2.0)
2023-10-24 02:00:00,47,44.18479751429832,41.76234890074997,52.94692918148502,55,0.8392857142857143,1,0.8855,8.855,11.18,43.46989542853392,485.99343089100927,470.0,15.993430891009268,2,2023-10-24,43,2_Balanced (0.8-1.2)
2023-10-24 03:00:00,54,49.37103144893024,47.17089636585792,51.70408429564284,45,1.173913043478261,1,1.0723,10.723,11.07,50.291017818136055,556.7215672467662,540.0,16.7215672467662,3,2023-10-24,43,2_Balanced (0.8-1.2)
2023-10-24 04:00:00,46,47.576361956815695,43.22287294790534,53.87358363954322,44,1.022222222222222,1,1.0,10.0,10.8,43.58742397004291,470.7441788764635,460.0,10.74417887646348,4,2023-10-24,43,2_Balanced (0.8-1.2)
2023-10-24 05:00:00,58,56.08091235580646,51.720291425965655,63.67720873679709,40,1.4146341463414631,1,1.1694,11.694,11.02,54.18771992009818,597.1486735194819,580.0,17.148673519481918,5,2023-10-24,43,3_Mild surge (1.2-2.0)
2023-10-24 06:00:00,67,59.34692160406537,54.43971134556435,68.74650629043595,46,1.425531914893617,1,1.1696,11.696,11.19,61.92895363399504,692.9849911644044,670.0,22.98499116440439,6,2023-10-24,43,3_Mild surge (1.2-2.0)
2023-10-24 07:00:00,156,131.86538934286057,125.71697590676074,147.17910957522764,52,2.943396226415094,1,1.9239,19.239,13.2,128.44666908740302,1695.49603195372,1560.0,135.49603195371992,7,2023-10-24,43,4_Strong surge (>2.0)
2023-10-24 08:00:00,372,293.15447185572526,249.1056503932811,411.7496544884336,61,6.0,1,2.5,25.0,16.15,265.96358066131177,4295.311827680184,3720.0,575.3118276801843,8,2023-10-24,43,4_Strong surge (>2.0)
2023-10-24 09:00:00,419,475.5477585714743,317.0653269088242,556.9296128529681,66,6.253731343283582,1,2.5,25.0,18.36,273.8439491193128,5027.774905830583,4190.0,837.7749058305826,9,2023-10-24,43,4_Strong surge (>2.0)
2023-10-24 10:00:00,359,295.70264375283944,256.03665602797946,463.4206928425691,59,5.983333333333333,1,2.5,25.0,20.02,220.8358602709459,4421.133922624336,3590.0,831.1339226243363,10,2023-10-24,43,4_Strong surge (>2.0)
2023-10-24 11:00:00,164,154.37294899796782,129.36114369675607,176.52394888800222,65,2.484848484848485,1,1.6631,16.631,19.17,103.99402057108928,1993.5653743477817,1640.0,353.5653743477817,11,2023-10-24,43,4_Strong surge (>2.0)
2023-10-24 12:00:00,197,159.17743763405144,137.48514560469093,178.47993619266927,69,2.8142857142857145,1,1.8339,18.339,18.96,125.8865678166786,2386.8093258042263,1970.0,416.8093258042263,12,2023-10-24,43,4_Strong surge (>2.0)
2023-10-24 13:00:00,152,141.88707190842214,119.76826921877937,150.98366552836578,71,2.111111111111111,1,1.5046,15.046,17.98,100.80702701034386,1812.5103456459824,1520.0,292.5103456459824,13,2023-10-24,43,4_Strong surge (>2.0)
2023-10-24 14:00:00,84,78.61130878594415,61.30343612769371,86.3694630120616,77,1.0769230769230769,1,0.9894,9.894,15.96,60.555872394977946,966.471723423848,840.0,126.47172342384795,14,2023-10-24,43,2_Balanced (0.8-1.2)
2023-10-24 15:00:00,120,103.7863595184422,82.10958564534319,111.7696653662436,72,1.643835616438356,1,1.2658,12.658,15.13,89.80365162147923,1358.7292490329808,1200.0,158.72924903298076,15,2023-10-24,43,3_Mild surge (1.2-2.0)
2023-10-24 16:00:00,199,175.53750663605862,151.73159570139407,182.40664217567016,81,2.426829268292683,1,1.6688,16.688000000000002,15.52,146.29479495302567,2270.4952176709585,1990.0,280.4952176709585,16,2023-10-24,43,4_Strong surge (>2.0)
2023-10-24 17:00:00,312,313.38449446401654,252.2590060303272,313.38449446401654,76,4.051948051948052,1,2.4523,24.523000000000003,17.77,208.628384218426,3707.326387561429,3120.0,587.3263875614289,17,2023-10-24,43,4_Strong surge (>2.0)
2023-10-24 18:00:00,251,253.12276469434696,239.41381820569296,266.1277991056245,77,3.217948717948718,0,2.0757,20.757,18.52,163.05158836577883,3019.7154165342245,2510.0,509.71541653422446,18,2023-10-24,43,4_Strong surge (>2.0)
2023-10-24 19:00:00,260,258.63453572173046,234.0413952555692,258.63453572173046,77,3.333333333333333,0,2.1359,21.359,19.23,164.50831308355242,3163.4948605967134,2600.0,563.4948605967134,19,2023-10-24,43,4_Strong surge (>2.0)
2023-10-24 20:00:00,221,216.48711039971448,194.4301917007849,218.44447247094365,66,3.298507462686567,0,2.1137,21.137,19.71,137.43952219924668,2708.9329825471523,2210.0,498.9329825471523,20,2023-10-24,43,4_Strong surge (>2.0)
2023-10-24 21:00:00,103,110.76261808879254,109.09277237962628,122.88026728204602,58,1.7457627118644068,0,1.3475,13.475,18.15,67.86152018090219,1231.6865912833746,1030.0,201.68659128337458,21,2023-10-24,43,3_Mild surge (1.2-2.0)
2023-10-24 22:00:00,64,74.67810533104205,64.93797793135434,74.67810533104205,53,1.1851851851851851,0,1.0715,10.715,16.29,45.48154560691248,740.8943779366043,640.0,100.89437793660431,22,2023-10-24,43,2_Balanced (0.8-1.2)
2023-10-24 23:00:00,40,40.44127950355468,38.9724346893616,41.42524818653006,59,0.6666666666666666,0,0.8259,8.259,14.28,31.170964900753177,445.12137878275536,400.0,45.12137878275536,23,2023-10-24,43,1_Low (DSR<0.8)
2023-10-25 00:00:00,46,62.50457635187277,52.084401508532096,67.87236359562887,29,1.5333333333333334,1,1.2194,12.194,13.76,36.7895883117038,506.2247351690443,460.0,46.22473516904432,0,2023-10-25,43,3_Mild surge (1.2-2.0)
2023-10-25 01:00:00,50,64.06209167255781,51.63161430663583,82.50954893110989,30,1.6129032258064515,1,1.2134,12.134,13.35,40.84445620708594,545.2734903645973,500.0,45.27349036459725,1,2023-10-25,43,3_Mild surge (1.2-2.0)
2023-10-25 02:00:00,45,55.97907926748377,48.19989010029107,62.81258125028312,30,1.4516129032258065,1,1.1787,11.787,12.96,37.53090291031573,486.40050171769184,450.0,36.40050171769184,2,2023-10-25,43,3_Mild surge (1.2-2.0)
2023-10-25 03:00:00,44,55.2553154712546,49.82517075199264,65.22573711890749,30,1.4193548387096775,1,1.16,11.6,12.62,37.386183051456456,471.8136301093804,440.0,31.813630109380426,3,2023-10-25,43,3_Mild surge (1.2-2.0)
2023-10-25 04:00:00,47,56.59335480215957,49.097833988543215,62.46240441369888,31,1.46875,1,1.1914,11.914,12.44,40.33885731154363,501.8153849556027,470.0,31.815384955602724,4,2023-10-25,43,3_Mild surge (1.2-2.0)
2023-10-25 05:00:00,47,66.55537077807709,51.50682152623556,70.78182866252989,28,1.6206896551724137,1,1.2543,12.543,12.47,40.27090045363646,502.1781286568466,470.0,32.17812865684658,5,2023-10-25,43,3_Mild surge (1.2-2.0)
2023-10-25 06:00:00,57,68.33150553510633,58.29833402576735,79.32226861364906,31,1.78125,1,1.3274,13.274,12.67,48.29823110472226,611.938588096831,570.0,41.93858809683104,6,2023-10-25,43,3_Mild surge (1.2-2.0)
2023-10-25 07:00:00,131,139.13566650548543,132.73539672427896,199.07708553683625,34,3.742857142857143,1,2.203,22.03,15.01,98.58363126788127,1479.740305330898,1310.0,169.74030533089808,7,2023-10-25,43,4_Strong surge (>2.0)
2023-10-25 08:00:00,260,375.17128108435134,233.65885160803333,487.1329879915871,39,6.5,1,2.5,25.0,17.51,175.66006766669656,3075.807784843857,2600.0,475.807784843857,8,2023-10-25,43,4_Strong surge (>2.0)
2023-10-25 09:00:00,352,513.3215829885614,276.2100687456574,615.0145825368336,45,7.6521739130434785,1,2.5,25.0,19.38,221.5108596769112,4292.8804605385385,3520.0,772.8804605385385,9,2023-10-25,43,4_Strong surge (>2.0)
2023-10-25 10:00:00,264,394.71213980493786,247.0916346522637,494.1183789537554,42,6.1395348837209305,1,2.5,25.0,20.79,158.1633242530189,3288.215511220263,2640.0,648.2155112202631,10,2023-10-25,43,4_Strong surge (>2.0)
